Year,County,PQI,PQIDescription,Count_ICD10,Population_ICD10,ObsRate_ICD10
2018,Yuba,14,Uncontrolled Diabetes,26,"55,951",46.5
2019,Yuba,14,Uncontrolled Diabetes,25,"56,969",43.9
2020,Yuba,14,Uncontrolled Diabetes,18,"59,766",30.1
2021,Yuba,14,Uncontrolled Diabetes,22,"60,767",36.2
2022,Yuba,14,Uncontrolled Diabetes,25,"61,597",40.6
2016,Yuba,93,Diabetes Composite,201,"54,335",369.9
2017,Yuba,93,Diabetes Composite,233,"55,421",420.4
2018,Yuba,93,Diabetes Composite,241,"55,951",430.7
2019,Yuba,93,Diabetes Composite,214,"56,969",375.6
2020,Yuba,93,Diabetes Composite,169,"59,766",282.8
2021,Yuba,93,Diabetes Composite,200,"60,767",329.1
2022,Yuba,93,Diabetes Composite,210,"61,597",340.9
